iter	MultiClass
1503	0.01356975895
1504	0.01356067842
1505	0.01354418097
1506	0.01353604156
1507	0.01352512843
1508	0.01351238302
1509	0.01350020277
1510	0.01349062643
1511	0.01347533845
1512	0.01346889192
1513	0.01345701638
1514	0.01344854493
1515	0.01343489338
1516	0.01342380143
1517	0.01340756115
1518	0.01339717536
1519	0.01338442516
1520	0.01337365757
1521	0.01336483694
1522	0.01335691241
1523	0.01334672992
1524	0.01333382848
1525	0.01332141616
1526	0.0133144967
1527	0.01330320466
1528	0.01329067101
1529	0.01328447616
1530	0.01327436243
1531	0.01326511874
1532	0.01324615334
1533	0.0132324309
1534	0.01322323478
1535	0.01321264423
1536	0.01320028917
1537	0.01319353854
1538	0.01318510726
1539	0.013173555
1540	0.01316329904
1541	0.01315573002
1542	0.01313854071
1543	0.0131263664
1544	0.01311762151
1545	0.01309985843
1546	0.01309026052
1547	0.01308181936
1548	0.01307167219
1549	0.01306684519
1550	0.01305993193
1551	0.01304264454
1552	0.01303463924
1553	0.01301769853
1554	0.01300239402
1555	0.01299607837
1556	0.01297838743
1557	0.01296700841
1558	0.01295414305
1559	0.01294054868
1560	0.01292824697
1561	0.01291478746
1562	0.01290085991
1563	0.0128905573
1564	0.01287864805
1565	0.01286794072
1566	0.01286081182
1567	0.01285074573
1568	0.01283862417
1569	0.01282498163
1570	0.01281286611
1571	0.01280269644
1572	0.01279034058
1573	0.01278077681
1574	0.01276783904
1575	0.01275977683
1576	0.01274526427
1577	0.01273603959
1578	0.01272861008
1579	0.01272114818
1580	0.01271566204
1581	0.01270459654
1582	0.01269283728
1583	0.01268230653
1584	0.0126722434
1585	0.01265644348
1586	0.01264074968
1587	0.01263183803
1588	0.01262325481
1589	0.01261475585
1590	0.01260553426
1591	0.01258568974
1592	0.01257632763
1593	0.01256503152
1594	0.01255553224
1595	0.01254928738
1596	0.0125381185
1597	0.01252787795
1598	0.01251929495
1599	0.01251277253
1600	0.01250262232
1601	0.01249084581
1602	0.0124756238
1603	0.01246619638
1604	0.01245478325
1605	0.01244154885
1606	0.01243064126
1607	0.01242427646
1608	0.01241123047
1609	0.01240447224
1610	0.01239444746
1611	0.01238339543
1612	0.01237266579
1613	0.01236348921
1614	0.01235556216
1615	0.01234069867
1616	0.01232912239
1617	0.01231521723
1618	0.01230636254
1619	0.0122999104
1620	0.0122898547
1621	0.01228368137
1622	0.01227216218
1623	0.01226049989
1624	0.01225016555
1625	0.01223603583
1626	0.01222868333
1627	0.01221731966
1628	0.01220998976
1629	0.01220219694
1630	0.01219314083
1631	0.01218176011
1632	0.01217029434
1633	0.01216592219
1634	0.01215614689
1635	0.01214456761
1636	0.01213571605
1637	0.01212629266
1638	0.01211592852
1639	0.01210774966
1640	0.01209222745
1641	0.01208435223
1642	0.01207138473
1643	0.01206121423
1644	0.01205396164
1645	0.01204287361
1646	0.01203301206
1647	0.01202300173
1648	0.0120166144
1649	0.01200656568
1650	0.01200046267
1651	0.0119909788
1652	0.01198502052
1653	0.01197802813
1654	0.01195920321
1655	0.01195022174
1656	0.01194087477
1657	0.01193195964
1658	0.01192340253
1659	0.01191545612
1660	0.01190824537
1661	0.01190216372
1662	0.01189204153
1663	0.01188469244
1664	0.01187691621
1665	0.01186539834
1666	0.01185877222
1667	0.01185062983
1668	0.01184249958
1669	0.0118371611
1670	0.01183080568
1671	0.0118247868
1672	0.01181193357
1673	0.01180018934
1674	0.01178824916
1675	0.01177814246
1676	0.01176809191
1677	0.01176078563
1678	0.01175504502
1679	0.0117440205
1680	0.01173340697
1681	0.01171952453
1682	0.01170420863
1683	0.01169691595
1684	0.01169292359
1685	0.01168337944
1686	0.01167042385
1687	0.01166355342
1688	0.01164630401
1689	0.0116393687
1690	0.01162847366
1691	0.01161862668
1692	0.01161112762
1693	0.01159634604
1694	0.01158816519
1695	0.01157856348
1696	0.01156613048
1697	0.01155600905
1698	0.01154700468
1699	0.01153711781
1700	0.01153039946
1701	0.01152266593
1702	0.01151009968
1703	0.01150429703
1704	0.01149700222
1705	0.01148970932
1706	0.01148268848
1707	0.01147445345
1708	0.01146290983
1709	0.0114525518
1710	0.01144179849
1711	0.01143389755
1712	0.01142825828
1713	0.01141929407
1714	0.01140905517
1715	0.01140208684
1716	0.01139752016
1717	0.01139073829
1718	0.01138261765
1719	0.01137356862
1720	0.01136631462
1721	0.01136103647
1722	0.01135519386
1723	0.01134777503
1724	0.01133690783
1725	0.01132663869
1726	0.01131746363
1727	0.01130873608
1728	0.01130284132
1729	0.01129736785
1730	0.01129200362
1731	0.01128575375
1732	0.01128090445
1733	0.01127382988
1734	0.01126756225
1735	0.0112631656
1736	0.01125588775
1737	0.01124328719
1738	0.01123560065
1739	0.01122894702
1740	0.01121792575
1741	0.01121197282
1742	0.01119916297
1743	0.01118913709
1744	0.01117898131
1745	0.0111634826
1746	0.01115549227
1747	0.0111475067
1748	0.01113468879
1749	0.0111288382
1750	0.01112130771
1751	0.01111134729
1752	0.01110401035
1753	0.01109608746
1754	0.01108793643
1755	0.01107411346
1756	0.01106564659
1757	0.01105787393
1758	0.01104975351
1759	0.01104000887
1760	0.01103355341
1761	0.01102300734
1762	0.01101468221
1763	0.0110052038
1764	0.01099675043
1765	0.01098527838
1766	0.01097399082
1767	0.0109662503
1768	0.01095531163
1769	0.01095029147
1770	0.0109415032
1771	0.01093096201
1772	0.0109244719
1773	0.01091513678
1774	0.01090544906
1775	0.01090015752
1776	0.01089144314
1777	0.01088194624
1778	0.01087517426
1779	0.01086821264
1780	0.0108617911
1781	0.01085705438
1782	0.01084890791
1783	0.01084305709
1784	0.01083466494
1785	0.01082405107
1786	0.01081125967
1787	0.01080260985
1788	0.01079563755
1789	0.01078956374
1790	0.01078110843
1791	0.01077626924
1792	0.01076517326
1793	0.0107588907
1794	0.01075287428
1795	0.01074796027
1796	0.01074039664
1797	0.01073201138
1798	0.01072388705
1799	0.01071419896
1800	0.01070952838
1801	0.01070293421
1802	0.01069663187
1803	0.01068716848
1804	0.01068366603
1805	0.01067625676
1806	0.01066679207
1807	0.01065947077
1808	0.01065292685
1809	0.01064418478
1810	0.01063134642
1811	0.0106251009
1812	0.01061907482
1813	0.01060891802
1814	0.01059956105
1815	0.01059172447
1816	0.01058517862
1817	0.01057657073
1818	0.01057304576
1819	0.01056444057
1820	0.01055710995
1821	0.01054889595
1822	0.01053975041
1823	0.01053209957
1824	0.01052493755
1825	0.01052030485
1826	0.01051429388
1827	0.01050605291
1828	0.01050005633
1829	0.01049391352
1830	0.01048512841
1831	0.0104837462
1832	0.01047491176
1833	0.01046963785
1834	0.01046586406
1835	0.01045974441
1836	0.01045029642
1837	0.01044819208
1838	0.01044713279
1839	0.01043975761
1840	0.01042944592
1841	0.01042152733
1842	0.01040954231
1843	0.01040087085
1844	0.0103980013
1845	0.01038904983
1846	0.01038257296
1847	0.01037736172
1848	0.01037236678
1849	0.01036511937
1850	0.0103612188
1851	0.01035578314
1852	0.01034874515
1853	0.01034346137
1854	0.01033308641
1855	0.01032765509
1856	0.01032036751
1857	0.01031135511
1858	0.01030182523
1859	0.01029107634
1860	0.01028269738
1861	0.01027939641
1862	0.01027203728
1863	0.01026569651
1864	0.01025839414
1865	0.01024995046
1866	0.01024186163
1867	0.01023437657
1868	0.0102299591
1869	0.01022353595
1870	0.0102163032
1871	0.01020918506
1872	0.01019862668
1873	0.01019429494
1874	0.01018714929
1875	0.0101788049
1876	0.0101728439
1877	0.01016734465
1878	0.01015858853
1879	0.01015315196
1880	0.01014938199
1881	0.01014378751
1882	0.01014098184
1883	0.01013360637
1884	0.01012692343
1885	0.0101171551
1886	0.0101081203
1887	0.01010310902
1888	0.01009732321
1889	0.01008637515
1890	0.01008019929
1891	0.01007057834
1892	0.01006445841
1893	0.01005762556
1894	0.01005126235
1895	0.01004398614
1896	0.01003810115
1897	0.01002910403
1898	0.01002342586
1899	0.0100163716
1900	0.01001193563
1901	0.01000689412
1902	0.009998201712
1903	0.009988751403
1904	0.009976629549
1905	0.009973158873
1906	0.009962749637
1907	0.009952779349
1908	0.009946973103
1909	0.009938076155
1910	0.00993029332
1911	0.009924083111
1912	0.009917184985
1913	0.009910896866
1914	0.009906395101
1915	0.009898969603
1916	0.009892154239
1917	0.009881178797
1918	0.00987326315
1919	0.009867780243
1920	0.009860055482
1921	0.0098528719
1922	0.009845192662
1923	0.009837266757
1924	0.009830130171
1925	0.009822329303
1926	0.009817362505
1927	0.009811566018
1928	0.009803854408
1929	0.009800147923
1930	0.009794011501
1931	0.009786843277
1932	0.00978091693
1933	0.009773687891
1934	0.009766283972
1935	0.009763834792
1936	0.009757312904
1937	0.009755165931
1938	0.009742199078
1939	0.009735368195
1940	0.009729035142
1941	0.009721855032
1942	0.009714674164
1943	0.009709391235
1944	0.009702824468
1945	0.009697056866
1946	0.009691048523
1947	0.00968545586
1948	0.009678870051
1949	0.009670397168
1950	0.009664710533
1951	0.009659216889
1952	0.009653781273
1953	0.009648603411
1954	0.009643339097
1955	0.009639210684
1956	0.009627818811
1957	0.009619528561
1958	0.00961254505
1959	0.009609232326
1960	0.009601212608
1961	0.009596427353
1962	0.009587065005
1963	0.009579678949
1964	0.009574514542
1965	0.009568507077
1966	0.009563382242
1967	0.009558946518
1968	0.00955160582
1969	0.009547801546
1970	0.009541889389
1971	0.009536483066
1972	0.009529357867
1973	0.009525055555
1974	0.009520756442
1975	0.009512860688
1976	0.009506157988
1977	0.009500461036
1978	0.009494145556
1979	0.009487865111
1980	0.009481960906
1981	0.009477251383
1982	0.009470677351
1983	0.009465299943
1984	0.009460835779
1985	0.009458332235
1986	0.009451630396
1987	0.009445519858
1988	0.009439537983
1989	0.009432669294
1990	0.009424263587
1991	0.009416671954
1992	0.009409005648
1993	0.009401072319
1994	0.009398290954
1995	0.009390715254
1996	0.009385825743
1997	0.009377506238
1998	0.009368067103
1999	0.009360791362
